vehicle_id,timestamp,speed,speed_level,acceleration,driving_mode,driving_mode_label,traffic_level,traffic_level_label,temperature_c,uae_heat_band,battery_state_pct,distance_travelled_km,energy_consumption_kwh,km_per_kwh
1308,2024-01-01 00:21:00,98.7041753261036,Highway,-1.847902494192307,2,Comfort,3,High,6.97919666952474,Mild,90.51734119036448,37.28629225302105,10.104175318328322,3.69
1769,2024-01-01 00:22:00,96.47502090630245,Highway,2.0399893394636575,2,Comfort,1,No Traffic,27.80038719065937,Mild,71.0959275906538,9.531282909478168,9.575673650868708,0.995
1343,2024-01-01 00:23:00,66.3001160889467,City,1.3494764797466372,2,Comfort,2,Moderate,18.057425579276032,Mild,51.01279204470393,5.880670098637158,7.300779003444786,0.805
1491,2024-01-01 00:24:00,62.420387077290144,City,2.3685719220749704,2,Comfort,1,No Traffic,14.598962251710253,Mild,54.06092919442442,16.7378831867826,8.552035881601197,1.957
1413,2024-01-01 00:25:00,17.145115360729406,Local,-2.2946565052743804,1,Eco,1,No Traffic,9.11557303509585,Mild,26.025714573392385,27.616290316681567,6.100899914978993,4.527
1805,2024-01-01 00:26:00,93.04153804837628,Highway,2.941335207690443,3,Sport,3,High,22.311932375966077,Mild,22.516575619682087,49.446200639345435,12.824051271009102,3.856
1385,2024-01-01 00:27:00,32.569125653605724,Local,-1.7435597163003984,3,Sport,1,No Traffic,38.48734234172601,Warm,75.6380483351262,20.993914908793997,6.626022635287848,3.168
1191,2024-01-01 00:28:00,59.60345073815358,City,-2.929320742280148,1,Eco,1,No Traffic,35.550563948387776,Warm,55.07431136089445,21.35722122038133,8.658945042212396,2.466
1955,2024-01-01 00:29:00,34.11289115130201,Local,2.984537634321325,2,Comfort,2,Moderate,-3.627592786207309,Mild,64.17720544437036,3.060740158814432,6.282458616675993,0.487
1276,2024-01-01 00:30:00,16.059403559963176,Local,-1.3135566873293212,3,Sport,2,Moderate,16.64292201625506,Mild,64.6128998097933,38.31440169064924,6.920138536434345,5.537
1160,2024-01-01 00:31:00,75.54692362700838,City,1.0081167150753592,3,Sport,3,High,9.826118412112644,Mild,42.19006506666411,9.170971792866062,8.303310681306469,1.104
1459,2024-01-01 00:32:00,6.51984417874846,Local,-1.9399061149421688,1,Eco,3,High,17.977209805291043,Mild,58.071400866359255,37.26569787081437,7.284021894666983,5.116
1313,2024-01-01 00:33:00,89.83742809514399,Highway,0.4813711931948505,2,Comfort,3,High,22.279616044227165,Mild,57.66081773341618,45.53978219872408,12.052701702422915,3.778
1021,2024-01-01 00:34:00,38.110415431334,Local,2.424209918727356,3,Sport,2,Moderate,4.001263059889606,Mild,51.07417769822856,38.434216028358925,10.3035318977161,3.73
1252,2024-01-01 00:35:00,0.0161631605382384,Local,-1.0789129954293684,1,Eco,1,No Traffic,30.170563129671535,Warm,85.65403067208564,32.15842567856952,4.858111653316629,6.62
1747,2024-01-01 00:36:00,61.33549670846757,City,1.021523856266155,3,Sport,3,High,16.378062253868485,Mild,56.09312029500767,30.23542314488262,7.853329085537799,3.85
1856,2024-01-01 00:37:00,5.622229023312375,Local,-1.872578467209501,3,Sport,2,Moderate,39.640272470421074,Warm,68.29156196047903,22.736281331485568,6.121219414470381,3.714
1560,2024-01-01 00:38:00,33.14034693850794,Local,0.7487723923123513,2,Comfort,2,Moderate,-3.8692676415397456,Mild,91.64160963046608,7.31268048630721,6.696408185891189,1.092
1474,2024-01-01 00:39:00,84.83717849468594,Highway,-0.9812978890949392,2,Comfort,3,High,3.537362928390632,Mild,89.2986898287138,38.96404659517544,9.915802095342835,3.929
1058,2024-01-01 00:40:00,7.522754594623904,Local,-1.73275044847229,3,Sport,2,Moderate,26.033341025217915,Mild,91.2337763023332,23.918381292590432,3.539492587917388,6.758
1510,2024-01-01 00:41:00,100.72061908272028,Highway,-1.1209076957781892,2,Comfort,1,No Traffic,26.283088593650145,Mild,41.600399717201114,31.319726574468653,12.143701309239464,2.579
1681,2024-01-01 00:42:00,0.4583907190299729,Local,-1.926953588953204,3,Sport,2,Moderate,21.198470098762524,Mild,22.798599064645025,18.763359922780776,5.29110158899237,3.546
1475,2024-01-01 00:43:00,29.618864304228268,Local,2.411496647027297,3,Sport,2,Moderate,38.73820129107829,Warm,40.885343991626335,10.116063712053672,5.44349069267198,1.858
1699,2024-01-01 00:44:00,88.90848673824857,Highway,-0.616878682097227,3,Sport,1,No Traffic,13.689175392397004,Mild,42.29658764965669,40.3447723430343,9.15108250690218,4.409
1975,2024-01-01 00:45:00,37.952417967516816,Local,-1.528324170153796,1,Eco,3,High,13.766656543038373,Mild,92.74882613799744,17.185750298132128,4.79120256207853,3.587
1782,2024-01-01 00:46:00,12.227086567921624,Local,-0.3095529539044026,2,Comfort,2,Moderate,35.9714363450878,Warm,71.93941862703765,43.34733344567345,6.568445609840438,6.599
1189,2024-01-01 00:47:00,43.228070256051346,Local,-1.0767829991610267,2,Comfort,1,No Traffic,19.22988018985648,Mild,26.536316768178303,48.28967263588182,9.796015556673057,4.93
1957,2024-01-01 00:48:00,32.447194366143066,Local,1.4665155228799556,3,Sport,3,High,10.91774477135202,Mild,30.83028768088809,41.516427507631114,7.0867779613558195,5.858
1686,2024-01-01 00:49:00,101.12542825926658,Highway,2.8273194713129666,2,Comfort,1,No Traffic,27.35220936252366,Mild,32.454090043358036,6.49408846001345,11.147602658991469,0.583
1957,2024-01-01 00:50:00,37.601750110217175,Local,-0.371798059814119,3,Sport,2,Moderate,22.885177818438738,Mild,70.43373985351386,42.76504527513643,7.0573102695058045,6.06
1562,2024-01-01 00:51:00,94.67189661312086,Highway,2.1662003998334427,2,Comfort,1,No Traffic,8.788452262896618,Mild,78.83312204056026,26.015955488120294,10.611606077316974,2.452
1875,2024-01-01 00:52:00,107.02465737728816,Highway,0.395178441357717,2,Comfort,3,High,8.406795913654705,Mild,88.77151284523168,12.146438884792556,10.3610296581218,1.172
1566,2024-01-01 00:53:00,52.058090349183544,City,-2.056586009434599,3,Sport,3,High,12.802575888726466,Mild,95.25092406449944,4.748486077944668,5.350501383629159,0.887
1243,2024-01-01 00:54:00,109.19317726252704,Highway,1.1437364524880491,2,Comfort,3,High,-1.7770970452912866,Mild,36.13636459091534,13.997640972582742,11.752313421133302,1.191
1831,2024-01-01 00:55:00,45.27816647558314,Local,0.0806069827549205,3,Sport,1,No Traffic,37.41776061194376,Warm,44.781798777923925,6.957611400593123,5.71021105799679,1.218
1504,2024-01-01 00:56:00,115.68940997881298,Highway,0.9036391395126206,1,Eco,1,No Traffic,3.2359018088499276,Mild,39.225830459586454,1.3796646518514932,10.277919275362706,0.134
1130,2024-01-01 00:57:00,10.714742943068751,Local,2.3381244754299892,3,Sport,3,High,3.722093604747423,Mild,48.700925397291016,49.389441020793974,7.902831524163862,6.25
1484,2024-01-01 00:58:00,82.44231198038914,Highway,-0.3573925760637237,2,Comfort,3,High,24.116728225768497,Mild,93.17320859389996,41.59395819531102,11.2391577354925,3.701
1818,2024-01-01 00:59:00,59.25768485483144,City,2.4070657393041337,1,Eco,3,High,27.591117128491504,Mild,66.00900535514893,36.9735682285333,10.582493902087425,3.494
1646,2024-01-01 01:00:00,46.51785665467765,Local,1.5040140856899296,1,Eco,2,Moderate,28.15759568199426,Warm,79.05535178595993,9.73138718254461,5.529531285660885,1.76
1020,2024-01-01 01:01:00,75.9254254498321,City,-0.0683704447320914,3,Sport,2,Moderate,11.878376057690396,Mild,59.20953889014256,1.4840483036473533,9.57216534924072,0.155
1840,2024-01-01 01:02:00,84.46285099611974,Highway,0.6193328139477821,1,Eco,2,Moderate,34.29980288094665,Warm,22.30863306688996,24.311673740477083,9.312349900827677,2.611
1166,2024-01-01 01:03:00,0.5235923580370905,Local,-1.0465132048859314,3,Sport,3,High,19.479957778662,Mild,25.135638879825144,37.11055205382251,7.852141863983689,4.726
1273,2024-01-01 01:04:00,20.034370649663845,Local,2.901583798432645,2,Comfort,2,Moderate,14.736439847314998,Mild,63.03384250143086,48.145584431652146,9.21536295233619,5.224
1387,2024-01-01 01:05:00,85.56552607611825,Highway,1.0041069783023762,3,Sport,3,High,31.467390738955032,Warm,77.50312278560205,42.20979606129742,10.001288508659036,4.22
1600,2024-01-01 01:06:00,79.96624962938478,City,-2.736918885020221,1,Eco,1,No Traffic,5.960256215072697,Mild,37.22644220229852,44.68576756412842,10.881985476697956,4.106
1315,2024-01-01 01:07:00,115.92570061544126,Highway,-1.0402685655119477,3,Sport,3,High,33.70834495459836,Warm,77.75276591938433,12.0092711122773,10.481489170802814,1.146
1013,2024-01-01 01:08:00,91.32453483009397,Highway,0.7398866025543449,3,Sport,3,High,19.247322755421735,Mild,84.853261878681,7.850768279406099,7.826709195419165,1.003
1241,2024-01-01 01:09:00,114.09272492776056,Highway,-2.662000333204561,2,Comfort,2,Moderate,35.50261709529114,Warm,52.9517982689689,12.46431032765925,10.228197428837143,1.219
1776,2024-01-01 01:10:00,84.30486018417683,Highway,-2.8566948520851434,3,Sport,1,No Traffic,4.072563897509163,Mild,79.7135386275284,7.015115715592211,8.469874214667954,0.828
1345,2024-01-01 01:11:00,35.76626503673318,Local,-0.2998545628331843,2,Comfort,1,No Traffic,37.12283842010916,Warm,52.32239602627679,39.94434280321843,8.700090997727651,4.591
1564,2024-01-01 01:12:00,12.643790670102778,Local,-1.00385892184398,1,Eco,1,No Traffic,25.954453388757557,Mild,74.2680503564016,45.16184874219469,7.307512092661228,6.18
1897,2024-01-01 01:13:00,93.81886360139228,Highway,-0.3702083518010046,1,Eco,2,Moderate,22.82478370610735,Mild,81.11976394556345,15.43636711045985,9.224461766556294,1.673
1339,2024-01-01 01:14:00,77.29790657710991,City,-1.423840140719969,3,Sport,2,Moderate,13.993038376735331,Mild,99.35412946464886,43.858616528660306,10.340969057953414,4.241
1091,2024-01-01 01:15:00,5.7823214871955475,Local,-2.0116935183421143,3,Sport,2,Moderate,38.03417499845759,Warm,47.631732965087686,2.8462554899297787,4.876572322363352,0.584
1366,2024-01-01 01:16:00,43.2060559081174,Local,1.134860141882026,1,Eco,2,Moderate,14.976383274018076,Mild,52.88326244596892,33.90009132739612,8.588989029051652,3.947
1955,2024-01-01 01:17:00,114.81597785811434,Highway,0.0874266976068032,1,Eco,2,Moderate,17.434432860140912,Mild,33.24960475281371,26.421911173800027,11.59698840313413,2.278
1454,2024-01-01 01:18:00,60.048137485224146,City,-1.799074732503799,1,Eco,3,High,30.167414886339067,Warm,36.325844672144555,13.909490451427136,6.746085863635573,2.062
1427,2024-01-01 01:19:00,51.927496322364554,City,-1.08246344244001,3,Sport,1,No Traffic,7.817909332571775,Mild,75.47160020787021,38.43323465753772,9.137619991515892,4.206
1508,2024-01-01 01:20:00,54.92395261911528,City,0.5508474459799553,1,Eco,2,Moderate,8.117289076620631,Mild,93.36364721235807,10.681159344191745,5.527272490283655,1.932
1775,2024-01-01 01:21:00,25.06592688061965,Local,-2.566623910365133,3,Sport,1,No Traffic,29.8883959429549,Warm,51.568396132899245,20.86585942263505,6.538169616043007,3.191
1942,2024-01-01 01:22:00,44.24486050377543,Local,-2.1152819444029225,1,Eco,2,Moderate,0.786090513554857,Mild,34.3875557468433,35.52198087003686,9.010626144115571,3.942
1034,2024-01-01 01:23:00,44.37759071846119,Local,-2.5605263753556593,1,Eco,3,High,32.03340341318605,Warm,42.80795995063953,16.977626158978918,8.166680200494277,2.079
1205,2024-01-01 01:24:00,6.282602422496688,Local,1.8739039962847135,3,Sport,1,No Traffic,23.132875373943172,Mild,56.40413638465109,42.78247326092732,7.278272326072086,5.878
1080,2024-01-01 01:25:00,92.1081154221502,Highway,1.5144553992720553,2,Comfort,2,Moderate,19.2587694881472,Mild,43.25202634922947,43.284807830918005,12.540242699184638,3.452
1931,2024-01-01 01:26:00,49.98053182846548,Local,1.5198775912755424,3,Sport,3,High,5.309922198094668,Mild,38.686326649749304,10.206267944428165,6.835302057425587,1.493
1561,2024-01-01 01:27:00,98.6615864179708,Highway,1.2979520608561683,2,Comfort,3,High,30.386567620498397,Warm,78.87875910056636,22.075460434387463,9.172039765324431,2.407
1871,2024-01-01 01:28:00,102.04176013438745,Highway,1.0163125420192154,3,Sport,1,No Traffic,31.22288902789371,Warm,20.627593699249857,21.65743090015993,11.443272488438588,1.893
1387,2024-01-01 01:29:00,25.43928656383897,Local,-0.1380485077309501,2,Comfort,2,Moderate,16.7323840544433,Mild,63.13844218691865,20.561252251509703,4.361634537022763,4.714
1001,2024-01-01 01:30:00,78.88241786041543,City,0.8536689810426896,2,Comfort,3,High,12.512603868574397,Mild,83.50134456238031,25.1484096954953,8.962841117450026,2.806
1389,2024-01-01 01:31:00,56.6738164995578,City,-2.7698306712721523,2,Comfort,3,High,6.0772826885772915,Mild,41.29826290539746,3.810879072859923,7.965740664902294,0.478
1565,2024-01-01 01:32:00,105.6188085505782,Highway,0.7287865359407073,3,Sport,3,High,28.940530769012874,Warm,68.26332084896138,43.51549476717611,12.152200579345404,3.581
1105,2024-01-01 01:33:00,25.888881501174495,Local,1.667266233221263,3,Sport,1,No Traffic,23.77533654070178,Mild,73.51200844948943,14.566747439820253,5.57949487858374,2.611
1771,2024-01-01 01:34:00,81.3375840372053,Highway,0.0021501623063411,3,Sport,1,No Traffic,4.298396321508598,Mild,72.4019757124072,0.1904384333452138,7.275334291424041,0.026
1821,2024-01-01 01:35:00,72.9302546703267,City,-0.8549200294365784,2,Comfort,2,Moderate,30.751063585820532,Warm,55.66797073589741,34.286686240183634,9.403842025548585,3.646
1476,2024-01-01 01:36:00,35.43617730861993,Local,-1.3354395911941253,2,Comfort,2,Moderate,34.69923910113068,Warm,47.72623903006234,32.55855697966761,7.33068866312424,4.441
1702,2024-01-01 01:37:00,16.392108438140713,Local,0.8568123009724946,3,Sport,1,No Traffic,-2.3338731763289355,Mild,86.87392584222508,49.15979444205454,6.700808608047893,7.336
1401,2024-01-01 01:38:00,78.19677125727318,City,1.1568071917794525,3,Sport,1,No Traffic,29.758928711081857,Warm,80.67567655998914,35.990435998931524,10.12735924325885,3.554
1729,2024-01-01 01:39:00,88.63169497587968,Highway,2.225805599175255,1,Eco,1,No Traffic,33.37608700424436,Warm,45.700413873113,16.702034796998284,9.534668266010726,1.752
1555,2024-01-01 01:40:00,37.875281251602,Local,-0.9459955052340554,1,Eco,3,High,39.61785547635461,Warm,28.241535555376487,47.6356158347406,9.861724140467423,4.83
1161,2024-01-01 01:41:00,77.37991248267765,City,1.618633844313513,1,Eco,1,No Traffic,5.692067452181512,Mild,25.744603635637535,18.33075538319217,9.215746595240724,1.989
1201,2024-01-01 01:42:00,47.41570891338039,Local,0.3681349451360276,1,Eco,2,Moderate,11.695144234641376,Mild,27.54207823191489,41.08010982678911,9.498527405621118,4.325
1957,2024-01-01 01:43:00,85.58482599391412,Highway,2.2970189440684745,1,Eco,3,High,38.47859914903956,Warm,66.62954889536343,16.85013605533477,8.806784782303952,1.913
1995,2024-01-01 01:44:00,23.905832987286377,Local,0.1668726497737243,3,Sport,1,No Traffic,-0.7693002367887001,Mild,24.132974066319175,2.5305448431609574,6.186641601325042,0.409
1269,2024-01-01 01:45:00,106.82580031634092,Highway,0.1057789703878033,2,Comfort,2,Moderate,18.566852976163936,Mild,46.95414999712307,36.7158645636183,10.983193211324163,3.343
1862,2024-01-01 01:46:00,34.48915157586957,Local,0.4672624886454546,2,Comfort,1,No Traffic,17.803506092704946,Mild,80.25597615313835,17.575525444518096,6.7794156241845425,2.592
1815,2024-01-01 01:47:00,44.13431853073835,Local,1.4958921308546067,3,Sport,2,Moderate,22.294648249652365,Mild,43.54785332123025,17.01049618186076,7.486788288480325,2.272
1270,2024-01-01 01:48:00,6.971034249641974,Local,2.7881428729707656,3,Sport,3,High,9.885667668083054,Mild,81.06464617441038,35.82099618063836,7.831202867369545,4.574
1455,2024-01-01 01:49:00,13.381465478553167,Local,-2.558619874705406,3,Sport,3,High,36.66631399023061,Warm,79.63736305656442,16.169689267395988,4.923830478361478,3.284
1461,2024-01-01 01:50:00,61.903428325479375,City,-2.6793923856538973,1,Eco,2,Moderate,7.152756743158276,Mild,39.6661706106573,5.9888339402299255,7.455535748110105,0.803
1726,2024-01-01 01:51:00,32.111121207356575,Local,2.6253020244440313,1,Eco,2,Moderate,24.236298291298105,Mild,78.30577440741963,20.28506157008971,7.166679953649326,2.83
1251,2024-01-01 01:52:00,100.25762708906332,Highway,0.1792537531092364,1,Eco,3,High,17.316716023972127,Mild,79.82213106176806,41.20981757348679,9.205916589994564,4.476
1701,2024-01-01 01:53:00,1.7632066385944611,Local,0.6894180874016165,3,Sport,3,High,7.000305361603596,Mild,51.79631405336215,6.597203951522365,5.270274337962246,1.252
1295,2024-01-01 01:54:00,45.491285840632344,Local,-0.105458390431627,3,Sport,2,Moderate,3.4984208075092145,Mild,36.833638699321455,27.768590710615463,7.271307377516147,3.819
1724,2024-01-01 01:55:00,40.48146561229112,Local,-2.438055284355153,2,Comfort,2,Moderate,38.04529559159465,Warm,61.70166455134953,6.699738767791319,5.714819210284138,1.172
1719,2024-01-01 01:56:00,2.319315710112124,Local,1.6085362705119994,3,Sport,1,No Traffic,20.258115771810367,Mild,93.71180704001571,2.5542241371301384,4.183540340011448,0.611
1748,2024-01-01 01:57:00,14.924207880061228,Local,1.4833478705315208,1,Eco,1,No Traffic,22.18859105009988,Mild,71.16933859456495,18.99761775080811,4.835628033021546,3.929
1337,2024-01-01 01:58:00,49.637120990236234,Local,-1.129780071043128,2,Comfort,3,High,30.230295656889027,Warm,33.83379981018089,32.928377484880215,9.036670640041846,3.644
1878,2024-01-01 01:59:00,59.143750133693594,City,-1.1625645286295976,3,Sport,3,High,-1.3448003630097571,Mild,74.62055397868158,13.821867926494113,7.141403328420637,1.935
1052,2024-01-01 02:00:00,48.51476967058429,Local,2.0270482854331107,2,Comfort,1,No Traffic,27.11939205085504,Mild,54.176242182546765,22.34198427209714,7.405308634690475,3.017
1791,2024-01-01 02:01:00,63.712521409451256,City,-2.5658564535520405,2,Comfort,1,No Traffic,2.431306190754417,Mild,67.32230378842985,24.617413144681823,8.595155809786915,2.864
1921,2024-01-01 02:02:00,71.41580098868178,City,2.286630890139395,3,Sport,3,High,28.321648828440516,Warm,78.72512280184864,42.08038503896062,9.75777735180898,4.312
1216,2024-01-01 02:03:00,1.1908585353402756,Local,-1.4600298606245137,1,Eco,3,High,1.3597902232319772,Mild,61.19578812115559,40.96706249942704,7.638887898387635,5.363
1763,2024-01-01 02:04:00,55.691419134420464,City,0.5579084865329635,1,Eco,2,Moderate,32.46221649431183,Warm,85.11871796586469,0.2171257715610224,6.442761086705637,0.034
1187,2024-01-01 02:05:00,115.6199089065106,Highway,2.615965074010666,2,Comfort,2,Moderate,25.64573173271556,Mild,77.77244634533022,20.75455781153655,10.07577363842658,2.06
1379,2024-01-01 02:06:00,62.28387361554584,City,1.0687350092198784,3,Sport,3,High,12.365062998358916,Mild,69.20586720148086,32.83894249480498,9.143355883464912,3.592
1492,2024-01-01 02:07:00,81.30507209507438,Highway,-0.5134211251977803,3,Sport,1,No Traffic,11.147549975616254,Mild,32.06342526658812,42.63456891102355,11.686647737979309,3.648
1040,2024-01-01 02:08:00,37.423662950025985,Local,1.1372052534324908,1,Eco,2,Moderate,1.7026178600163808,Mild,86.87592887292547,2.5399993875578617,6.632574695783738,0.383
1156,2024-01-01 02:09:00,92.8789653783315,Highway,-0.9361221821017792,3,Sport,3,High,35.68240100947524,Warm,94.87244682558529,31.449591088704732,10.426676347346888,3.016
1014,2024-01-01 02:10:00,92.75057782513382,Highway,-1.3364495019048832,3,Sport,1,No Traffic,0.3338172781965589,Mild,30.957209904743586,42.11677292854915,10.808783148378184,3.897
1812,2024-01-01 02:11:00,62.555525718496675,City,2.980099667608078,2,Comfort,1,No Traffic,16.243482483810652,Mild,59.059290354674445,12.828293427110378,7.076115833395748,1.813
1064,2024-01-01 02:12:00,117.12165879350565,Highway,1.5047413870787263,3,Sport,3,High,5.6433304655411565,Mild,40.71109935764036,10.342290935196166,11.838094903703055,0.874
1856,2024-01-01 02:13:00,15.066025771518404,Local,0.868319864290906,3,Sport,2,Moderate,39.83473786085617,Warm,80.36186459404517,23.44568444156948,6.338744098541764,3.699
1838,2024-01-01 02:14:00,2.033719786749719,Local,-0.8682621406840871,3,Sport,2,Moderate,21.36298231834142,Mild,77.730370880376,48.13272113049979,6.586265817879003,7.308
1520,2024-01-01 02:15:00,92.41898541085152,Highway,-2.7050350250697113,1,Eco,3,High,1.731302652595577,Mild,31.270809645631896,34.67503108594696,12.352486100238522,2.807
1343,2024-01-01 02:16:00,96.8586644837859,Highway,-2.813658743789066,1,Eco,1,No Traffic,25.040379892981317,Mild,90.16218170093096,21.281803818938503,9.477561677695215,2.245
1128,2024-01-01 02:17:00,14.424867494469147,Local,0.3250875326927929,2,Comfort,2,Moderate,39.62240577501481,Warm,34.47784511824018,1.141053717213942,4.901110745241429,0.233
1647,2024-01-01 02:18:00,31.869939955032727,Local,1.5721963262343062,1,Eco,3,High,22.226947627691832,Mild,83.7807220518486,27.88062058555041,7.71013046138003,3.616
1471,2024-01-01 02:19:00,2.106283603995469,Local,0.2242751426631306,1,Eco,2,Moderate,15.582059255028753,Mild,56.55842877024039,17.5045212896661,5.592754624468757,3.13
1062,2024-01-01 02:20:00,35.197033293667765,Local,2.0447104316346874,1,Eco,3,High,8.197155472839459,Mild,46.2617834846521,9.367110743436523,6.802658674037637,1.377
1138,2024-01-01 02:21:00,92.77702487024058,Highway,-2.79944080144067,1,Eco,2,Moderate,-0.8544463327054421,Mild,32.65914101393708,25.057390299891217,10.373454270592095,2.416
1498,2024-01-01 02:22:00,62.15526332550947,City,-0.7994875414443596,2,Comfort,2,Moderate,5.271083454544941,Mild,33.409140491730355,17.134993434963526,8.906734670042189,1.924
1592,2024-01-01 02:23:00,41.77147118019457,Local,-1.5775776529549317,3,Sport,2,Moderate,19.91293508041932,Mild,72.95124437607203,2.0323616713172448,6.178697823662304,0.329
1391,2024-01-01 02:24:00,44.608715388759634,Local,-0.3163621910572676,3,Sport,3,High,28.9203564392312,Warm,64.03443103576964,36.30275040956025,9.141127808751524,3.971
1674,2024-01-01 02:25:00,0.1624350858561785,Local,-2.565741640835265,3,Sport,3,High,34.506890060334236,Warm,29.76683373209862,36.655887706128965,7.101588940871968,5.162
1418,2024-01-01 02:26:00,35.976063307828305,Local,2.7247898494264353,2,Comfort,1,No Traffic,30.71705126677017,Warm,29.015828835066017,30.9796893429604,7.880891842421817,3.931
1288,2024-01-01 02:27:00,77.57504899655166,City,-1.6604675935838344,1,Eco,2,Moderate,0.6459340617587959,Mild,25.784845981823317,42.05695060946195,10.40558620976831,4.042
1378,2024-01-01 02:28:00,116.90333325796286,Highway,2.5338466529015085,2,Comfort,2,Moderate,29.805694825587103,Warm,79.50138778988352,10.238759034672206,8.935140833398558,1.146
1772,2024-01-01 02:29:00,101.64729923806794,Highway,-0.4446410697799092,2,Comfort,3,High,21.172204576561253,Mild,76.95056681834313,14.381457425545118,8.420400820373663,1.708
1489,2024-01-01 02:30:00,2.831395757463495,Local,2.913144799531308,2,Comfort,2,Moderate,16.109840087717068,Mild,24.674479268366017,22.98692356554561,7.118296014388678,3.229
1230,2024-01-01 02:31:00,107.82727256098072,Highway,0.3243503007612647,3,Sport,3,High,20.77438533124363,Mild,64.82160604775784,3.102741680960267,8.404259611597759,0.369
1040,2024-01-01 02:32:00,93.98380959583513,Highway,2.5849971850548448,1,Eco,1,No Traffic,-4.636610205238062,Mild,26.77409241941519,44.188934417417535,13.38944279082672,3.3
1027,2024-01-01 02:33:00,93.64513482851766,Highway,-2.967906067834663,3,Sport,2,Moderate,-1.9521390663037936,Mild,92.29966164871531,24.5823675345351,10.244211918728016,2.4
